"cantBlockWhenNoSlotsCreated() { //given ResourceId resourceId = ResourceId.newOne(); TimeSlot oneDay = TimeSlot.createDailyTimeSlotAtUTC(2021, 1, 1); Owner owner = Owner.newOne();  //when boolean result = availabilityFacade.block(resourceId, oneDay, owner);  //then ""<AssertPlaceHolder>""; }
block(ResourceId resourceId, TimeSlot timeSlot, Owner requester) { ResourceGroupedAvailability toBlock = findGrouped(resourceId, timeSlot); return block(requester, toBlock); }"	assertFalse(result)
"cantDisableWhenNoSlotsCreated() { //given ResourceId resourceId = ResourceId.newOne(); TimeSlot oneDay = TimeSlot.createDailyTimeSlotAtUTC(2021, 1, 1); Owner owner = Owner.newOne();  //when boolean result = availabilityFacade.disable(resourceId, oneDay, owner);  //then ""<AssertPlaceHolder>""; }
disable(ResourceId resourceId, TimeSlot timeSlot, Owner requester) { ResourceGroupedAvailability toDisable = findGrouped(resourceId, timeSlot); if (toDisable.hasNoSlots()) { return false; } Set<Owner> previousOwners = toDisable.owners(); boolean result = toDisable.disable(requester); if (result) { result = availabilityRepository.saveCheckingVersion(toDisable); if (result) { eventsPublisher.publish(new ResourceTakenOver(resourceId, previousOwners, timeSlot, Instant.now(clock))); } } return result; }"	assertFalse(result)
"cantReleaseWhenNoSlotsCreated() { //given ResourceId resourceId = ResourceId.newOne(); TimeSlot oneDay = TimeSlot.createDailyTimeSlotAtUTC(2021, 1, 1); Owner owner = Owner.newOne();  //when boolean result = availabilityFacade.release(resourceId, oneDay, owner);  //then ""<AssertPlaceHolder>""; }
release(ResourceId resourceId, TimeSlot timeSlot, Owner requester) { ResourceGroupedAvailability toRelease = findGrouped(resourceId, timeSlot); if (toRelease.hasNoSlots()) { return false; } boolean result = toRelease.release(requester); if (result) { return availabilityRepository.saveCheckingVersion(toRelease); } return result; }"	assertFalse(result)
"resourceTakenOverEventIsEmittedAfterTakingOverTheResource() { //given ResourceId resourceId = ResourceId.newOne(); TimeSlot oneDay = TimeSlot.createDailyTimeSlotAtUTC(2021, 1, 1); Owner initialOwner = Owner.newOne(); Owner newOwner = Owner.newOne(); availabilityFacade.createResourceSlots(resourceId, oneDay); availabilityFacade.block(resourceId, oneDay, initialOwner);  //when boolean result = availabilityFacade.disable(resourceId, oneDay, newOwner);  //then ""<AssertPlaceHolder>""; Mockito.verify(eventsPublisher) .publish(Mockito.argThat(takenOver(resourceId, initialOwner, oneDay))); }
disable(ResourceId resourceId, TimeSlot timeSlot, Owner requester) { ResourceGroupedAvailability toDisable = findGrouped(resourceId, timeSlot); if (toDisable.hasNoSlots()) { return false; } Set<Owner> previousOwners = toDisable.owners(); boolean result = toDisable.disable(requester); if (result) { result = availabilityRepository.saveCheckingVersion(toDisable); if (result) { eventsPublisher.publish(new ResourceTakenOver(resourceId, previousOwners, timeSlot, Instant.now(clock))); } } return result; }"	assertTrue(result)
"canBeBlockedWhenIsAvailable() { //given ResourceAvailability resourceAvailability = resourceAvailability();  //when boolean result = resourceAvailability.block(OWNER_ONE);  //then ""<AssertPlaceHolder>""; }
block(Owner requester) { if (isAvailableFor(requester)) { blockade = Blockade.ownedBy(requester); return true; } else { return false; } }"	assertTrue(result)
"cantBeBlockedWhenAlreadyBlockedBySomeoneElse() { //given ResourceAvailability resourceAvailability = resourceAvailability(); //and resourceAvailability.block(OWNER_ONE);  //when boolean result = resourceAvailability.block(OWNER_TWO);  //then ""<AssertPlaceHolder>""; }
block(Owner requester) { if (isAvailableFor(requester)) { blockade = Blockade.ownedBy(requester); return true; } else { return false; } }"	assertFalse(result)
"canBeReleasedOnlyByInitialOwner() { //given ResourceAvailability resourceAvailability = resourceAvailability(); //and resourceAvailability.block(OWNER_ONE);  //when boolean result = resourceAvailability.release(OWNER_ONE);  //then ""<AssertPlaceHolder>""; }
release(Owner requester) { if (isAvailableFor(requester)) { blockade = Blockade.none(); return true; } else { return false; } }"	assertTrue(result)
"cantBeReleaseBySomeoneElse() { //given ResourceAvailability resourceAvailability = resourceAvailability(); //and resourceAvailability.block(OWNER_ONE);  //when boolean result = resourceAvailability.release(OWNER_TWO);  //then ""<AssertPlaceHolder>""; }
release(Owner requester) { if (isAvailableFor(requester)) { blockade = Blockade.none(); return true; } else { return false; } }"	assertFalse(result)
"canBeBlockedBySomeoneElseAfterReleasing() { //given ResourceAvailability resourceAvailability = resourceAvailability(); //and resourceAvailability.block(OWNER_ONE); //and resourceAvailability.release(OWNER_ONE);  //when boolean result = resourceAvailability.release(OWNER_TWO);  //then ""<AssertPlaceHolder>""; }
release(Owner requester) { if (isAvailableFor(requester)) { blockade = Blockade.none(); return true; } else { return false; } }"	assertTrue(result)
"canBeBlockedAgainAfterEnabling() { //given ResourceAvailability resourceAvailability = resourceAvailability();  //and resourceAvailability.disable(OWNER_ONE);  //and resourceAvailability.enable(OWNER_ONE);  //when boolean result = resourceAvailability.block(OWNER_TWO);  //then ""<AssertPlaceHolder>""; }
block(Owner requester) { if (isAvailableFor(requester)) { blockade = Blockade.ownedBy(requester); return true; } else { return false; } }"	assertTrue(result)
"hasNoEffectWhenSlotAlreadyNormalized() { //given Instant start = Instant.parse(""2023-09-09T00:00:00Z""); Instant end = Instant.parse(""2023-09-09T01:00:00Z""); TimeSlot timeSlot = new TimeSlot(start, end); SegmentInMinutes oneHour = SegmentInMinutes.of(60, FIFTEEN_MINUTES_SEGMENT_DURATION);  //when TimeSlot normalized = new SlotToNormalizedSlot().apply(timeSlot, oneHour);  //then ""<AssertPlaceHolder>""; }
apply(TimeSlot timeSlot, SegmentInMinutes segmentInMinutes) {  int segmentInMinutesDuration = segmentInMinutes.value(); Instant segmentStart = normalizeStart(timeSlot.from(), segmentInMinutesDuration); Instant segmentEnd = normalizeEnd(timeSlot.to(), segmentInMinutesDuration); TimeSlot normalized = new TimeSlot(segmentStart, segmentEnd); TimeSlot minimalSegment = new TimeSlot(segmentStart, segmentStart.plus(segmentInMinutes.value(), ChronoUnit.MINUTES)); if (normalized.within(minimalSegment)) { return minimalSegment; } return normalized; }"	assertEquals(timeSlot, normalized)
"testDoMakePayment() { LoanInfo loanInfo = initLoan(); BigDecimal principalAmount = BigDecimal.valueOf(14.33); BigDecimal interestAmount = BigDecimal.valueOf(41.10);  ZonedDateTime paymentDate = ZonedDateTime.of(loanInfo.startDate().plusMonths(1), LocalTime.MIDNIGHT, zoneId);  MakePaymentRequest makePaymentRequest = new MakePaymentRequest( loanInfo.loanId(), principalAmount.add(interestAmount), PaymentType.PAYMENT.toString(), paymentDate );  GetLoanResponse loanResponse = paymentResourceManager.doMakePayment(makePaymentRequest); List<LoanInstallmentInfo> loanInstallmentInfoList = loanResponse.loanInfo().loanInstallments();  LoanInstallmentInfo firstInstallment = loanInstallmentInfoList.get(0); ""<AssertPlaceHolder>""; }
doMakePayment(MakePaymentRequest makePaymentRequest) { String loanId = makePaymentRequest.loanId(); LOGGER.info(""Making payment to loanId %s with %s"".formatted(loanId, makePaymentRequest)); validateMakePaymentRequest(makePaymentRequest); List<LoanInstallmentDto> loanInstallmentDtoList = loanInstallmentDao.findByLoanId(loanId); Optional<LoanInstallmentDto> firstUnpaidInstallmentOptional = loanInstallmentDtoList.stream() .filter(c -> c.status() == InstallmentStatus.OWED) .findFirst(); if (firstUnpaidInstallmentOptional.isEmpty()) { throw new CorefinException(""No unpaid installments""); } LoanInstallmentDto firstUnpaidInstallment = firstUnpaidInstallmentOptional.get(); //validateMakePaymentRequestDate(makePaymentRequest, firstUnpaidInstallment); BigDecimal installmentAmount = firstUnpaidInstallment.interestAmount() .add(firstUnpaidInstallment.principalAmount()); //validateMakePaymentRequestAmount(installmentAmount, makePaymentRequest.amount()); String paymentId = UUID.randomUUID().toString(); PaymentDto paymentDto = new PaymentDto( paymentId, loanId, makePaymentRequest.amount(), PaymentType.valueOf(makePaymentRequest.paymentType()), makePaymentRequest.paymentDateTime() );  paymentDao.insert(paymentDto);  // Convert LoanDao to Loan LoanDto loanDto = loanDao.findById(loanId); List<PaymentDto> paymentDtoList = paymentDao.findByLoanId(loanId); Loan loan = LoanTransformer.transform(loanDto, paymentDtoList);  // Call the calculator's updateInstallments with Loan, calculation date = now() Loan updatedLoan = calculator.updateInstallments(loan, LocalDate.now()); List<Installment> installments = updatedLoan.installments(); LOGGER.info(""Generated updated installments %s"".formatted(installments));  // For each installment in the updated loan, update the associated LoanInstallment ArrayList<LoanInstallmentDto> updatedLoanInstallmentDtos = new ArrayList<>();  // Reconcile the loanInstallmentDtoList with calculator's installments for (int i = 0; i < loanInstallmentDtoList.size(); i++) { LoanInstallmentDto originalLoanInstallmentDto = loanInstallmentDtoList.get(i); Installment updatedInstallment = installments.get(i); updatedLoanInstallmentDtos.add( new LoanInstallmentDto( originalLoanInstallmentDto.installmentId(), updatedInstallment.status(), loanId, updatedInstallment.numTerm(), updatedInstallment.principalAmount(), updatedInstallment.interestAmount(), originalLoanInstallmentDto.startDate(), originalLoanInstallmentDto.dueDate(), originalLoanInstallmentDto.endDate() ) ); }  updatedLoanInstallmentDtos.forEach(loanInstallmentDao::updateInstallmentForPayment); return loanResourceManager.doGetLoan(loanId); }"	assertEquals(firstInstallment.status(), InstallmentStatus.PAID)
"canSaveCashFlow() { //given ProjectAllocationsId projectId = ProjectAllocationsId.newOne();  //when cashFlowFacade.addIncomeAndCost(projectId, Income.of(100), Cost.of(50));  //then ""<AssertPlaceHolder>""; }
find(ProjectAllocationsId projectId) { Cashflow byId = cashflowRepository.findById(projectId).orElseThrow(); return byId.earnings(); }"	assertEquals(Earnings.of(50), cashFlowFacade.find(projectId))
"canCreateAvailabilitySlots() { //given ResourceId resourceId = ResourceId.newOne(); TimeSlot oneDay = TimeSlot.createDailyTimeSlotAtUTC(2021, 1, 1);  //when availabilityFacade.createResourceSlots(resourceId, oneDay);  //then TimeSlot entireMonth = TimeSlot.createMonthlyTimeSlotAtUTC(2021, 1); Calendar monthlyCalendar = availabilityFacade.loadCalendar(resourceId, entireMonth); ""<AssertPlaceHolder>""; }
loadCalendar(ResourceId resourceId, TimeSlot within) { TimeSlot normalized = Segments.normalizeToSegmentBoundaries(within, defaultSegment()); return availabilityReadModel.load(resourceId, normalized); }"	assertThat(monthlyCalendar).isEqualTo(Calendar.withAvailableSlots(resourceId, oneDay))
"cantBlockWhenNoSlotsCreated() { //given ResourceId resourceId = ResourceId.newOne(); TimeSlot oneDay = TimeSlot.createDailyTimeSlotAtUTC(2021, 1, 1); Owner owner = Owner.newOne();  //when boolean result = availabilityFacade.block(resourceId, oneDay, owner);  //then ""<AssertPlaceHolder>""; }
block(ResourceId resourceId, TimeSlot timeSlot, Owner requester) { ResourceGroupedAvailability toBlock = findGrouped(resourceId, timeSlot); return block(requester, toBlock); }"	assertFalse(result)
"cantDisableWhenNoSlotsCreated() { //given ResourceId resourceId = ResourceId.newOne(); TimeSlot oneDay = TimeSlot.createDailyTimeSlotAtUTC(2021, 1, 1); Owner owner = Owner.newOne();  //when boolean result = availabilityFacade.disable(resourceId, oneDay, owner);  //then ""<AssertPlaceHolder>""; }
disable(ResourceId resourceId, TimeSlot timeSlot, Owner requester) { ResourceGroupedAvailability toDisable = findGrouped(resourceId, timeSlot); if (toDisable.hasNoSlots()) { return false; } Set<Owner> previousOwners = toDisable.owners(); boolean result = toDisable.disable(requester); if (result) { result = availabilityRepository.saveCheckingVersion(toDisable); if (result) { eventsPublisher.publish(new ResourceTakenOver(resourceId, previousOwners, timeSlot, Instant.now(clock))); } } return result; }"	assertFalse(result)
"cantReleaseWhenNoSlotsCreated() { //given ResourceId resourceId = ResourceId.newOne(); TimeSlot oneDay = TimeSlot.createDailyTimeSlotAtUTC(2021, 1, 1); Owner owner = Owner.newOne();  //when boolean result = availabilityFacade.release(resourceId, oneDay, owner);  //then ""<AssertPlaceHolder>""; }
release(ResourceId resourceId, TimeSlot timeSlot, Owner requester) { ResourceGroupedAvailability toRelease = findGrouped(resourceId, timeSlot); if (toRelease.hasNoSlots()) { return false; } boolean result = toRelease.release(requester); if (result) { return availabilityRepository.saveCheckingVersion(toRelease); } return result; }"	assertFalse(result)
"resourceTakenOverEventIsEmittedAfterTakingOverTheResource() { //given ResourceId resourceId = ResourceId.newOne(); TimeSlot oneDay = TimeSlot.createDailyTimeSlotAtUTC(2021, 1, 1); Owner initialOwner = Owner.newOne(); Owner newOwner = Owner.newOne(); availabilityFacade.createResourceSlots(resourceId, oneDay); availabilityFacade.block(resourceId, oneDay, initialOwner);  //when boolean result = availabilityFacade.disable(resourceId, oneDay, newOwner);  //then ""<AssertPlaceHolder>""; Mockito.verify(eventsPublisher) .publish(Mockito.argThat(takenOver(resourceId, initialOwner, oneDay))); }
disable(ResourceId resourceId, TimeSlot timeSlot, Owner requester) { ResourceGroupedAvailability toDisable = findGrouped(resourceId, timeSlot); if (toDisable.hasNoSlots()) { return false; } Set<Owner> previousOwners = toDisable.owners(); boolean result = toDisable.disable(requester); if (result) { result = availabilityRepository.saveCheckingVersion(toDisable); if (result) { eventsPublisher.publish(new ResourceTakenOver(resourceId, previousOwners, timeSlot, Instant.now(clock))); } } return result; }"	assertTrue(result)
"canBeBlockedWhenIsAvailable() { //given ResourceAvailability resourceAvailability = resourceAvailability();  //when boolean result = resourceAvailability.block(OWNER_ONE);  //then ""<AssertPlaceHolder>""; }
block(Owner requester) { if (isAvailableFor(requester)) { blockade = Blockade.ownedBy(requester); return true; } else { return false; } }"	assertTrue(result)
"cantBeBlockedWhenAlreadyBlockedBySomeoneElse() { //given ResourceAvailability resourceAvailability = resourceAvailability(); //and resourceAvailability.block(OWNER_ONE);  //when boolean result = resourceAvailability.block(OWNER_TWO);  //then ""<AssertPlaceHolder>""; }
block(Owner requester) { if (isAvailableFor(requester)) { blockade = Blockade.ownedBy(requester); return true; } else { return false; } }"	assertFalse(result)
"canBeReleasedOnlyByInitialOwner() { //given ResourceAvailability resourceAvailability = resourceAvailability(); //and resourceAvailability.block(OWNER_ONE);  //when boolean result = resourceAvailability.release(OWNER_ONE);  //then ""<AssertPlaceHolder>""; }
release(Owner requester) { if (isAvailableFor(requester)) { blockade = Blockade.none(); return true; } else { return false; } }"	assertTrue(result)
"cantBeReleaseBySomeoneElse() { //given ResourceAvailability resourceAvailability = resourceAvailability(); //and resourceAvailability.block(OWNER_ONE);  //when boolean result = resourceAvailability.release(OWNER_TWO);  //then ""<AssertPlaceHolder>""; }
release(Owner requester) { if (isAvailableFor(requester)) { blockade = Blockade.none(); return true; } else { return false; } }"	assertFalse(result)
"canBeBlockedBySomeoneElseAfterReleasing() { //given ResourceAvailability resourceAvailability = resourceAvailability(); //and resourceAvailability.block(OWNER_ONE); //and resourceAvailability.release(OWNER_ONE);  //when boolean result = resourceAvailability.release(OWNER_TWO);  //then ""<AssertPlaceHolder>""; }
release(Owner requester) { if (isAvailableFor(requester)) { blockade = Blockade.none(); return true; } else { return false; } }"	assertTrue(result)
"canBeBlockedAgainAfterEnabling() { //given ResourceAvailability resourceAvailability = resourceAvailability();  //and resourceAvailability.disable(OWNER_ONE);  //and resourceAvailability.enable(OWNER_ONE);  //when boolean result = resourceAvailability.block(OWNER_TWO);  //then ""<AssertPlaceHolder>""; }
block(Owner requester) { if (isAvailableFor(requester)) { blockade = Blockade.ownedBy(requester); return true; } else { return false; } }"	assertTrue(result)
"hasNoEffectWhenSlotAlreadyNormalized() { //given Instant start = Instant.parse(""2023-09-09T00:00:00Z""); Instant end = Instant.parse(""2023-09-09T01:00:00Z""); TimeSlot timeSlot = new TimeSlot(start, end); SegmentInMinutes oneHour = SegmentInMinutes.of(60, FIFTEEN_MINUTES_SEGMENT_DURATION);  //when TimeSlot normalized = new SlotToNormalizedSlot().apply(timeSlot, oneHour);  //then ""<AssertPlaceHolder>""; }
apply(TimeSlot timeSlot, SegmentInMinutes segmentInMinutes) {  int segmentInMinutesDuration = segmentInMinutes.value(); Instant segmentStart = normalizeStart(timeSlot.from(), segmentInMinutesDuration); Instant segmentEnd = normalizeEnd(timeSlot.to(), segmentInMinutesDuration); TimeSlot normalized = new TimeSlot(segmentStart, segmentEnd); TimeSlot minimalSegment = new TimeSlot(segmentStart, segmentStart.plus(segmentInMinutes.value(), ChronoUnit.MINUTES)); if (normalized.within(minimalSegment)) { return minimalSegment; } return normalized; }"	assertEquals(timeSlot, normalized)
"canCreateAndSaveMoreComplexParallelization() { //given Stage stage1 = new Stage(""Stage1""); Stage stage2 = new Stage(""Stage2""); Stage stage3 = new Stage(""Stage3""); stage2 = stage2.dependsOn(stage1); stage3 = stage3.dependsOn(stage2);  //and ProjectId projectId = projectFacade.addNewProject(""project"", stage1, stage2, stage3);  //when ProjectCard loaded = projectFacade.load(projectId);  //then ""<AssertPlaceHolder>""; }
load(ProjectId projectId) { Project project = projectRepository.findById(projectId).orElseThrow(); return toSummary(project); }"	"assertEquals(""Stage1 | Stage2 | Stage3"", loaded.parallelizedStages().print())"
"canPlanDemands() { //given ProjectId projectId = projectFacade.addNewProject(""project"", new Stage(""Stage1""));  //when Demands demandForJava = Demands.of(demandFor(skill(""JAVA""))); projectFacade.addDemands(projectId, demandForJava);  //then ProjectCard loaded = projectFacade.load(projectId); ""<AssertPlaceHolder>""; }
load(ProjectId projectId) { Project project = projectRepository.findById(projectId).orElseThrow(); return toSummary(project); }"	assertEquals(demandForJava, loaded.demands())
"canPlanNewDemands() { //given ProjectId projectId = projectFacade.addNewProject(""project"", new Stage(""Stage1""));  //when Demand java = demandFor(skill(""JAVA"")); Demand csharp = demandFor(skill(""C#"")); projectFacade.addDemands(projectId, Demands.of(java)); projectFacade.addDemands(projectId, Demands.of(csharp));  //then ProjectCard loaded = projectFacade.load(projectId); ""<AssertPlaceHolder>""; }
load(ProjectId projectId) { Project project = projectRepository.findById(projectId).orElseThrow(); return toSummary(project); }"	assertEquals(Demands.of(java, csharp), loaded.demands())
"canPlanNeededResourcesInTime() { //given ProjectId projectId = projectFacade.addNewProject(""project"");  //when Set<ResourceId> neededResources = Set.of(ResourceId.newOne()); TimeSlot firstHalfOfTheYear = new TimeSlot(Instant.parse(""2021-01-01T00:00:00.00Z""), Instant.parse(""2021-06-01T00:00:00.00Z"")); projectFacade.defineResourcesWithinDates(projectId, neededResources, firstHalfOfTheYear);  //then ProjectCard loaded = projectFacade.load(projectId); ""<AssertPlaceHolder>""; }
load(ProjectId projectId) { Project project = projectRepository.findById(projectId).orElseThrow(); return toSummary(project); }"	assertEquals(new ChosenResources(neededResources, firstHalfOfTheYear), loaded.neededResources())
"canRedefineStages() { //given ProjectId projectId = projectFacade.addNewProject(""project"", new Stage(""Stage1""));  //when projectFacade.defineProjectStages(projectId, new Stage(""Stage2""));  //then ProjectCard loaded = projectFacade.load(projectId); ""<AssertPlaceHolder>""; }
load(ProjectId projectId) { Project project = projectRepository.findById(projectId).orElseThrow(); return toSummary(project); }"	"assertEquals(""Stage2"", loaded.parallelizedStages().print())"
"canCalculateScheduleAfterPassingPossibleStart() { //given Stage stage1 = new Stage(""Stage1"").ofDuration(Duration.ofDays(2)); Stage stage2 = new Stage(""Stage2"").ofDuration(Duration.ofDays(5)); Stage stage3 = new Stage(""Stage3"").ofDuration(Duration.ofDays(7));  //and ProjectId projectId = projectFacade.addNewProject(""project"", stage1, stage2, stage3);  //when projectFacade.defineStartDate(projectId, Instant.parse(""2021-01-01T00:00:00.00Z""));  //then Map<String, TimeSlot> expectedSchedule = Map.of( ""Stage1"", new TimeSlot(Instant.parse(""2021-01-01T00:00:00.00Z""), Instant.parse(""2021-01-03T00:00:00.00Z"")), ""Stage2"", new TimeSlot(Instant.parse(""2021-01-01T00:00:00.00Z""), Instant.parse(""2021-01-06T00:00:00.00Z"")), ""Stage3"", new TimeSlot(Instant.parse(""2021-01-01T00:00:00.00Z""), Instant.parse(""2021-01-08T00:00:00.00Z""))); ProjectCard loaded = projectFacade.load(projectId); ""<AssertPlaceHolder>""; }
load(ProjectId projectId) { Project project = projectRepository.findById(projectId).orElseThrow(); return toSummary(project); }"	assertThat(loaded.schedule().dates()).containsExactlyInAnyOrderEntriesOf(expectedSchedule)
"canManuallyAddSchedule() { //given Stage stage1 = new Stage(""Stage1"").ofDuration(Duration.ofDays(2)); Stage stage2 = new Stage(""Stage2"").ofDuration(Duration.ofDays(5)); Stage stage3 = new Stage(""Stage3"").ofDuration(Duration.ofDays(7)); //and ProjectId projectId = projectFacade.addNewProject(""project"", stage1, stage2, stage3);  //when Map<String, TimeSlot> dates = Map.of( ""Stage1"", new TimeSlot(Instant.parse(""2021-01-01T00:00:00.00Z""), Instant.parse(""2021-01-03T00:00:00.00Z"")), ""Stage2"", new TimeSlot(Instant.parse(""2021-01-03T00:00:00.00Z""), Instant.parse(""2021-01-08T00:00:00.00Z"")), ""Stage3"", new TimeSlot(Instant.parse(""2021-01-08T00:00:00.00Z""), Instant.parse(""2021-01-15T00:00:00.00Z""))); projectFacade.defineManualSchedule(projectId, new Schedule(dates));  //then ProjectCard loaded = projectFacade.load(projectId); ""<AssertPlaceHolder>""; }
load(ProjectId projectId) { Project project = projectRepository.findById(projectId).orElseThrow(); return toSummary(project); }"	assertThat(loaded.schedule().dates()).containsExactlyInAnyOrderEntriesOf(dates)
"updatesInitialDemandsOnSagaCreation() { //when RiskPeriodicCheckSaga saga = new RiskPeriodicCheckSaga(PROJECT_ID, SINGLE_DEMAND);  //then ""<AssertPlaceHolder>""; }
missingDemands() { return missingDemands; }"	assertEquals(SINGLE_DEMAND, saga.missingDemands())
"updatesDeadlineOnDeadlineSet() { //given RiskPeriodicCheckSaga saga = new RiskPeriodicCheckSaga(PROJECT_ID, SINGLE_DEMAND); //and saga.handle(new ProjectAllocationScheduled(PROJECT_ID, PROJECT_DATES, Instant.now(clock)));  //then ""<AssertPlaceHolder>""; }
deadline() { return deadline; }"	assertEquals(PROJECT_DATES.to(), saga.deadline())
"noNewStepsOnWhenMissingDemands() { //given RiskPeriodicCheckSaga saga = new RiskPeriodicCheckSaga(PROJECT_ID, MANY_DEMANDS);  //when RiskPeriodicCheckSagaStep nextStep = saga.missingDemands(MANY_DEMANDS);  //then ""<AssertPlaceHolder>""; }
missingDemands(Demands missingDemands) { this.missingDemands = missingDemands; if (areDemandsSatisfied()) { return RiskPeriodicCheckSagaStep.NOTIFY_ABOUT_DEMANDS_SATISFIED; } return RiskPeriodicCheckSagaStep.DO_NOTHING; }"	assertEquals(DO_NOTHING, nextStep)
